machine_id,temperature,vibration,pressure,rpm,current,failure
1,74.96714153011233,4.364360476965945,26.60752634756389,1471.3153567082143,10.696572495333637,0
2,68.61735698828815,4.319878837424219,28.472502684731737,1493.468819251938,10.566647185071332,0
3,76.47688538100692,2.3065352410549775,27.013094694774285,1512.8589757175164,8.126960308389018,0
4,85.23029856408026,4.504864712447844,30.5520902347306,1689.372292329236,11.159168443527477,1
5,67.65846625276664,6.099243622732617,35.98589265730956,1350.5565383026512,7.019834648846764,0
6,67.6586304305082,3.0886518213848073,26.144789214293976,1330.730601697468,8.691631348479342,0
7,85.79212815507391,6.5727239765758885,35.00410248884207,1747.323948428595,6.001824374204384,1
8,77.67434729152909,5.731662231626507,26.091639638265562,1407.4710516237403,13.117253033925628,1
9,65.30525614065049,3.898650017043443,25.761863937515578,1247.3929292845867,9.536901012109409,0
10,75.42560043585965,4.787705543993229,34.09297309171607,1402.974011580026,14.333768069632622,1
11,65.36582307187538,7.397482711461549,34.60968189003808,1433.9894529511998,11.60589985303899,1
12,65.34270246429743,6.1003217202587985,34.25704968381327,1810.992545545153,10.89619642670205,1
13,72.41962271566034,5.013175482347222,23.421012958909294,1684.9652424753474,8.827544611438002,0
14,50.86719755342202,4.643475024558524,27.670245109639747,1729.5041233264485,7.90729992862516,0
15,52.75082167486967,5.114913605677489,34.114942960016606,1663.9947284693571,11.04594314779389,0
16,64.37712470759027,4.232354663086545,30.207709202819473,1689.2487343230628,9.856971981454036,0
17,59.87168879665576,1.8428757414214783,24.63153576901268,1362.3835746839363,7.321459369029398,0
18,73.14247332595274,8.063266865802095,32.29158969562721,1460.2795689293032,6.966283166983363,1
19,60.91975924478789,5.232987498799102,26.425963705042648,1302.0169373952901,8.082592541712833,0
20,55.87696298664709,5.597220897683806,38.97262424196106,1457.9023938925934,13.64193445053246,1
21,84.65648768921554,4.913138375184637,37.724207312091295,1636.8209981869481,14.426555836022608,1
22,67.74223699513465,3.897324798913118,33.020487131777834,1526.9166569624495,10.409978294617819,0
23,70.67528204687923,4.721113278576844,36.80503352384887,1762.296163792059,10.297885592482578,0
24,55.75251813786544,2.6009078567085333,30.323956750616905,1271.7168415545561,9.327359256340959,0
25,64.55617275474818,8.415629747079958,33.82718747187508,1600.0476701396478,8.131029303380995,1
26,71.10922589709867,3.148232002366406,37.388601476510374,1250.3394396261365,12.750358115214489,0
27,58.490064225776976,3.4520505742292307,31.227493408971565,1518.8352938347284,13.747152787794272,1
28,73.75698018345672,4.339611193420399,28.72406414242858,1648.0666845112958,8.213161828321429,0
29,63.99361310081195,6.932113587278566,21.476890209114423,1457.0994866351562,9.834323243150797,0
30,67.08306250206724,5.021763498893981,29.58433237139253,1610.225320817391,9.100267398579664,0
31,63.98293387770603,3.145796305954306,34.11711592281156,1308.0535330334133,9.159521850270046,0
32,88.52278184508938,6.88150754113601,34.72816713783815,1167.2620043607235,12.371816510859723,1
33,69.86502775262066,6.096500940178222,32.52182532859205,1611.4059244975606,7.3760769092677565,0
34,59.422890710440996,5.807652435824679,27.2935045251888,1848.8020468151465,10.932939381872613,1
35,78.22544912103189,6.0736013617562605,20.115892155262046,1300.7910119660216,11.456476214611731,0
36,57.791563500289776,8.591542850873676,27.523924509976325,1744.438836021359,9.715697652796361,1
37,72.08863595004756,8.277642342554168,28.478275644730243,1508.6846817632822,11.786135653973545,1
38,50.403298761202244,3.969926985495057,28.43535516404993,1232.8616956613848,10.2953036810749,0
39,56.71813951101569,7.435827489216728,33.092781784889624,1273.6989397295674,12.434259842312224,1
40,71.96861235869123,5.57475228463835,39.928382055074195,1503.15695467213,6.955589390148292,1
41,77.3846657999541,5.748643724206624,30.617646009205465,1419.1075424151793,9.302449477986261,0
42,71.7136828118997,2.4615937525350073,28.916341054217693,1237.4174046483522,9.85637371429793,0
43,68.8435171761176,4.744421351917706,28.703890934979537,1161.192143754919,4.655585231057302,0
44,66.98896304410711,3.7807646144951526,30.62192383453857,1330.6561344146987,7.828094532842931,0
45,55.214780096325725,6.242088222339964,25.858531198258007,1538.7618016662236,8.372801491282427,0
46,62.801557916052914,6.606620750604208,30.600992793730274,1498.7198494793724,11.8964119896467,0
47,65.39361229040213,1.888270473475533,32.254061681658996,1399.7524084999843,8.5863133073708,0
48,80.57122226218915,4.966947703993594,31.04843031787244,1540.3774388582965,8.363842025388045,0
49,73.43618289568461,6.6827922571913785,32.28770967002391,1708.0053439725375,11.634971561312383,0
50,52.36959844637266,4.719981556529833,32.168738046742675,1578.8253020868297,6.764178708419891,0
51,73.24083969394795,6.093595467503547,21.14051658876778,1475.738265722084,5.857511865112856,0
52,66.14917719583684,5.526748201440626,33.18435079197702,1685.6144013321377,9.276815399861308,0
53,63.23077999694041,5.5124903479289395,26.64492577168773,1308.029939556741,7.104586463843289,0
54,76.11676288840867,4.593027532897554,24.52080418498021,1455.0160920889298,7.1806414106807015,0
55,80.30999522495951,3.1751287937964356,24.47774086072502,1459.7824128799264,11.146867583375965,0
56,79.31280119116198,3.317704778862459,32.16770805236265,1252.609348311431,11.751947675825159,0
57,61.607824767773614,6.064028771682976,28.887125363875736,1416.0251675431284,11.57772843170425,0
58,66.90787624148786,5.029187383278325,21.590156080072944,1085.0080638209395,12.217553320614465,0
59,73.31263431403563,4.792231633089163,32.390189075961416,1882.4356095325907,12.482268640029604,1
60,79.75545127122359,4.364164936516471,22.801959346005862,1312.5172423127374,5.742819582346138,0
61,65.2082576215471,4.542216731778872,30.699106792591053,1817.2228262842623,10.900823919858933,1
62,68.14341023336183,6.570367691732209,31.19249462836527,1507.6169011438985,8.940783600860883,0
63,58.93665025993972,4.49713387719796,34.42788540847523,1612.9728264311918,8.505151508019129,0
64,58.037933759193294,2.9884029300476467,38.90842393233426,1402.2400403298136,11.120829264417411,1
65,78.12525822394198,6.11547766331026,23.17661837049729,1541.5859383923348,6.539409040208497,0
66,83.56240028570824,4.692685004202924,29.737630719684752,1630.0979279976873,6.4977827882553605,0
67,69.27989878419666,5.047093798299165,28.618323524778912,1632.9104828788363,11.267145488163434,0
68,80.03532897892023,7.411367459599266,32.16874842980481,1654.9546780148714,10.975572035021795,1
69,73.61636025047635,4.969159163974239,31.07834385466809,1426.3334579921648,10.27346531174302,0
70,63.54880245394876,5.433775509678088,28.2372687863169,1403.928065501729,8.240173190553726,0
71,73.61395605508415,3.2316147630525123,27.795489056945723,1181.1647349464793,11.487659269164249,0
72,85.38036566465969,4.67049582147356,24.41774572407976,1604.6438022353873,11.360605784120953,1
73,69.64173960890048,5.914289067812902,34.93930791203255,1716.4757422646885,10.170609030094909,0
74,85.64643655814007,2.6669393992381365,32.296020907997644,1823.1963359835859,7.645357917460457,1
75,43.80254895910255,5.301267639673564,34.58884098897569,1561.0345269161016,9.149503308540986,0
76,78.21902504375224,5.151186608967209,28.448019317622432,1346.7040454182861,11.675667355048885,0
77,70.87047068238171,5.061931183381159,26.71582265652785,1160.5807713421088,12.654382445603574,0
78,67.00992649534132,6.555738347987365,24.60842466685386,1708.33334661667,9.346926793247343,0
79,70.91760776535503,5.501657772272782,31.794587918703296,1140.744686644493,9.500654064383475,0
80,50.124310853991076,7.217107847534666,24.801033877358826,1431.8791844512466,9.676621783949878,1
81,67.80328112162488,3.5096157266089456,39.24331534483275,1455.138634411271,10.549786017821944,1
82,73.57112571511746,5.203886850827522,23.4617870945328,1486.108972429796,8.837865399879952,0
83,84.77894044741517,5.126700179584921,31.36830059606251,1507.160520007168,4.2116298848568325,0
84,64.81729781726352,3.39611825936738,37.834273536068935,1527.629511273515,12.385538003294194,0
85,61.91506397106812,6.434442503137019,32.995448796319046,1016.927347584294,13.589377894325098,1
86,64.98242956415463,8.487009958779227,30.878368562458895,1502.9311819740253,8.775200280788575,1
87,79.15402117702074,4.974490888274254,25.15758176519052,1054.0848851776245,7.8666932621624515,0
88,73.28751109659684,5.75753163241065,23.091154057161482,1646.443614618199,9.725798955219556,0
89,64.70239796232961,5.126777713722991,33.85025054458793,1388.9749688392776,9.624992232542454,0
